1464378167.714 2016-05-27 19:42:47 UTC 14614  [5748a337.3916:1] LOG:  database system was shut down at 2016-05-27 19:42:32 UTC
1464444170.596 2016-05-28 14:02:50 UTC 14615  [5748a337.3917:384] LOG:  checkpoint complete: wrote 796321 buffers (38.0%); 0 transaction log file(s) added, 1263 removed, 0 recycled; write=351.827 s, sync=1.119 s, total=352.997 s; sync files=54, longest=0.119 s, average=0.020 s; distance=17945333 kB, estimate=20429482 kB
1464444170.596 2016-05-28 14:02:50 UTC 14615  [5748a337.3917:385] LOG:  checkpoint starting: xlog
1464444493.325 2016-05-28 14:08:13 UTC 14615  [5748a337.3917:386] LOG:  checkpoint complete: wrote 773151 buffers (36.9%); 0 transaction log file(s) added, 1096 removed, 0 recycled; write=321.994 s, sync=0.681 s, total=322.728 s; sync files=54, longest=0.182 s, average=0.012 s; distance=16335574 kB, estimate=20020091 kB
1464444493.325 2016-05-28 14:08:13 UTC 14615  [5748a337.3917:387] LOG:  checkpoint starting: xlog
1464444815.551 2016-05-28 14:13:35 UTC 14615  [5748a337.3917:388] LOG:  checkpoint complete: wrote 716502 buffers (34.2%); 0 transaction log file(s) added, 997 removed, 0 recycled; write=320.632 s, sync=1.549 s, total=322.226 s; sync files=54, longest=0.239 s, average=0.028 s; distance=15171730 kB, estimate=19535255 kB
1464444815.552 2016-05-28 14:13:35 UTC 14615  [5748a337.3917:389] LOG:  checkpoint starting: xlog
1464444855.966 2016-05-28 14:14:15 UTC 14615  [5748a337.3917:390] LOG:  checkpoint complete: wrote 1175351 buffers (56.0%); 0 transaction log file(s) added, 814 removed, 112 recycled; write=40.218 s, sync=0.002 s, total=40.414 s; sync files=53, longest=0.000 s, average=0.000 s; distance=14591063 kB, estimate=19040836 kB
1464444855.967 2016-05-28 14:14:15 UTC 14615  [5748a337.3917:391] LOG:  checkpoint starting: immediate force wait
1464444858.045 2016-05-28 14:14:18 UTC 14615  [5748a337.3917:392] LOG:  checkpoint complete: wrote 31700 buffers (1.5%); 0 transaction log file(s) added, 0 removed, 890 recycled; write=1.001 s, sync=0.002 s, total=2.078 s; sync files=48, longest=0.002 s, average=0.000 s; distance=344121 kB, estimate=17171164 kB
1464444874.589 2016-05-28 14:14:34 UTC 14615  [5748a337.3917:393] LOG:  checkpoints are occurring too frequently (19 seconds apart)
1464444874.589 2016-05-28 14:14:34 UTC 14615  [5748a337.3917:394] HINT:  Consider increasing the configuration parameter "max_wal_size".
1464444874.589 2016-05-28 14:14:34 UTC 14615  [5748a337.3917:395] LOG:  checkpoint starting: xlog
1464444978.682 2016-05-28 14:16:18 UTC 14615  [5748a337.3917:396] LOG:  checkpoint complete: wrote 172967 buffers (8.2%); 1 transaction log file(s) added, 21 removed, 0 recycled; write=103.436 s, sync=0.612 s, total=104.092 s; sync files=43, longest=0.040 s, average=0.014 s; distance=6699595 kB, estimate=16124007 kB
1464444978.683 2016-05-28 14:16:18 UTC 14615  [5748a337.3917:397] LOG:  checkpoint starting: xlog
1464445036.403 2016-05-28 14:17:16 UTC 14615  [5748a337.3917:398] LOG:  checkpoint complete: wrote 217822 buffers (10.4%); 1 transaction log file(s) added, 409 removed, 0 recycled; write=57.502 s, sync=0.155 s, total=57.720 s; sync files=39, longest=0.061 s, average=0.003 s; distance=13476495 kB, estimate=15859256 kB
1464445051.445 2016-05-28 14:17:31 UTC 14615  [5748a337.3917:399] LOG:  checkpoint starting: xlog
1464445161.282 2016-05-28 14:19:21 UTC 14615  [5748a337.3917:400] LOG:  checkpoint complete: wrote 134139 buffers (6.4%); 0 transaction log file(s) added, 413 removed, 410 recycled; write=109.473 s, sync=0.011 s, total=109.836 s; sync files=38, longest=0.007 s, average=0.000 s; distance=6701078 kB, estimate=14943438 kB
1464445651.406 2016-05-28 14:27:31 UTC 14615  [5748a337.3917:401] LOG:  checkpoint starting: time
1464445762.141 2016-05-28 14:29:22 UTC 14615  [5748a337.3917:402] LOG:  checkpoint complete: wrote 309892 buffers (14.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=110.249 s, sync=0.005 s, total=110.734 s; sync files=38, longest=0.001 s, average=0.000 s; distance=3738325 kB, estimate=13822927 kB
1464445762.141 2016-05-28 14:29:22 UTC 14615  [5748a337.3917:403] LOG:  checkpoint starting: immediate force wait
1464445764.062 2016-05-28 14:29:24 UTC 14615  [5748a337.3917:404] LOG:  checkpoint complete: wrote 67229 buffers (3.2%); 0 transaction log file(s) added, 0 removed, 228 recycled; write=1.538 s, sync=0.001 s, total=1.921 s; sync files=7, longest=0.000 s, average=0.000 s; distance=7 kB, estimate=12440635 kB
1464445833.572 2016-05-28 14:30:33 UTC 14615  [5748a337.3917:405] LOG:  checkpoint starting: xlog
1464446169.105 2016-05-28 14:36:09 UTC 14615  [5748a337.3917:406] LOG:  checkpoint complete: wrote 316504 buffers (15.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=334.269 s, sync=1.222 s, total=335.532 s; sync files=57, longest=0.328 s, average=0.021 s; distance=6696076 kB, estimate=11866179 kB
1464446169.105 2016-05-28 14:36:09 UTC 14615  [5748a337.3917:407] LOG:  checkpoint starting: xlog
1464446467.417 2016-05-28 14:41:07 UTC 14615  [5748a337.3917:408] LOG:  checkpoint complete: wrote 646702 buffers (30.8%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=297.893 s, sync=0.385 s, total=298.311 s; sync files=54, longest=0.111 s, average=0.007 s; distance=16237071 kB, estimate=16237071 kB
1464446467.417 2016-05-28 14:41:07 UTC 14615  [5748a337.3917:409] LOG:  checkpoint starting: xlog
1464446769.231 2016-05-28 14:46:09 UTC 14615  [5748a337.3917:410] LOG:  checkpoint complete: wrote 564112 buffers (26.9%); 0 transaction log file(s) added, 991 removed, 0 recycled; write=300.180 s, sync=1.583 s, total=301.813 s; sync files=54, longest=0.256 s, average=0.029 s; distance=13873554 kB, estimate=16000719 kB
1464446769.231 2016-05-28 14:46:09 UTC 14615  [5748a337.3917:411] LOG:  checkpoint starting: xlog
1464447071.886 2016-05-28 14:51:11 UTC 14615  [5748a337.3917:412] LOG:  checkpoint complete: wrote 530620 buffers (25.3%); 1 transaction log file(s) added, 846 removed, 0 recycled; write=300.076 s, sync=2.486 s, total=302.654 s; sync files=54, longest=0.274 s, average=0.046 s; distance=14000854 kB, estimate=15800733 kB
1464447071.887 2016-05-28 14:51:11 UTC 14615  [5748a337.3917:413] LOG:  checkpoint starting: xlog
1464447411.702 2016-05-28 14:56:51 UTC 14615  [5748a337.3917:414] LOG:  checkpoint complete: wrote 533411 buffers (25.4%); 1 transaction log file(s) added, 855 removed, 0 recycled; write=338.788 s, sync=0.954 s, total=339.815 s; sync files=54, longest=0.165 s, average=0.017 s; distance=14116211 kB, estimate=15632281 kB
1464447411.703 2016-05-28 14:56:51 UTC 14615  [5748a337.3917:415] LOG:  checkpoint starting: xlog
1464447573.553 2016-05-28 14:59:33 UTC 14615  [5748a337.3917:416] LOG:  checkpoint complete: wrote 788481 buffers (37.6%); 0 transaction log file(s) added, 861 removed, 0 recycled; write=161.764 s, sync=0.015 s, total=161.850 s; sync files=54, longest=0.001 s, average=0.000 s; distance=14517227 kB, estimate=15520775 kB
1464447573.554 2016-05-28 14:59:33 UTC 14615  [5748a337.3917:417] LOG:  checkpoint starting: immediate force wait xlog
1464447590.243 2016-05-28 14:59:50 UTC 14615  [5748a337.3917:418] LOG:  checkpoint complete: wrote 768194 buffers (36.6%); 0 transaction log file(s) added, 324 removed, 563 recycled; write=16.117 s, sync=0.001 s, total=16.689 s; sync files=55, longest=0.000 s, average=0.000 s; distance=7548676 kB, estimate=14723565 kB
1464447607.518 2016-05-28 15:00:07 UTC 14615  [5748a337.3917:419] LOG:  checkpoint starting: xlog
1464447665.266 2016-05-28 15:01:05 UTC 14615  [5748a337.3917:420] LOG:  checkpoint complete: wrote 406893 buffers (19.4%); 0 transaction log file(s) added, 460 removed, 0 recycled; write=56.605 s, sync=1.005 s, total=57.747 s; sync files=49, longest=0.119 s, average=0.020 s; distance=6703895 kB, estimate=13921598 kB
1464447665.267 2016-05-28 15:01:05 UTC 14615  [5748a337.3917:421] LOG:  checkpoint starting: xlog
1464447771.095 2016-05-28 15:02:51 UTC 14615  [5748a337.3917:422] LOG:  checkpoint complete: wrote 156519 buffers (7.5%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=105.067 s, sync=0.741 s, total=105.828 s; sync files=38, longest=0.045 s, average=0.019 s; distance=10413145 kB, estimate=13570753 kB
1464447771.096 2016-05-28 15:02:51 UTC 14615  [5748a337.3917:423] LOG:  checkpoint starting: xlog
1464447849.941 2016-05-28 15:04:09 UTC 14615  [5748a337.3917:424] LOG:  checkpoint complete: wrote 145513 buffers (6.9%); 0 transaction log file(s) added, 403 removed, 233 recycled; write=78.636 s, sync=0.020 s, total=78.845 s; sync files=38, longest=0.005 s, average=0.000 s; distance=9599178 kB, estimate=13173595 kB
1464448372.066 2016-05-28 15:12:52 UTC 14615  [5748a337.3917:425] LOG:  checkpoint starting: time
1464448495.751 2016-05-28 15:14:55 UTC 14615  [5748a337.3917:426] LOG:  checkpoint complete: wrote 257526 buffers (12.3%); 0 transaction log file(s) added, 0 removed, 586 recycled; write=123.067 s, sync=0.001 s, total=123.685 s; sync files=38, longest=0.000 s, average=0.000 s; distance=4250659 kB, estimate=12281302 kB
1464448495.752 2016-05-28 15:14:55 UTC 14615  [5748a337.3917:427] LOG:  checkpoint starting: immediate force wait
1464448497.542 2016-05-28 15:14:57 UTC 14615  [5748a337.3917:428] LOG:  checkpoint complete: wrote 64936 buffers (3.1%); 0 transaction log file(s) added, 0 removed, 259 recycled; write=1.398 s, sync=0.002 s, total=1.790 s; sync files=7, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=11053172 kB
1464448564.549 2016-05-28 15:16:04 UTC 14615  [5748a337.3917:429] LOG:  checkpoint starting: xlog
1464448878.354 2016-05-28 15:21:18 UTC 14615  [5748a337.3917:430] LOG:  checkpoint complete: wrote 262171 buffers (12.5%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=312.552 s, sync=1.204 s, total=313.805 s; sync files=57, longest=0.151 s, average=0.021 s; distance=6687941 kB, estimate=10616649 kB
1464448878.355 2016-05-28 15:21:18 UTC 14615  [5748a337.3917:431] LOG:  checkpoint starting: xlog
1464449169.598 2016-05-28 15:26:09 UTC 14615  [5748a337.3917:432] LOG:  checkpoint complete: wrote 513137 buffers (24.5%); 0 transaction log file(s) added, 409 removed, 0 recycled; write=287.569 s, sync=3.632 s, total=291.242 s; sync files=54, longest=0.360 s, average=0.067 s; distance=16154667 kB, estimate=16154667 kB
1464449169.599 2016-05-28 15:26:09 UTC 14615  [5748a337.3917:433] LOG:  checkpoint starting: xlog
1464449478.046 2016-05-28 15:31:18 UTC 14615  [5748a337.3917:434] LOG:  checkpoint complete: wrote 485110 buffers (23.1%); 1 transaction log file(s) added, 986 removed, 0 recycled; write=306.738 s, sync=1.643 s, total=308.447 s; sync files=55, longest=0.295 s, average=0.029 s; distance=14327261 kB, estimate=15971927 kB
1464449478.046 2016-05-28 15:31:18 UTC 14615  [5748a337.3917:435] LOG:  checkpoint starting: xlog
1464449792.267 2016-05-28 15:36:32 UTC 14615  [5748a337.3917:436] LOG:  checkpoint complete: wrote 477938 buffers (22.8%); 1 transaction log file(s) added, 874 removed, 0 recycled; write=311.981 s, sync=2.189 s, total=314.220 s; sync files=52, longest=0.286 s, average=0.042 s; distance=14933126 kB, estimate=15868047 kB
1464449792.267 2016-05-28 15:36:32 UTC 14615  [5748a337.3917:437] LOG:  checkpoint starting: xlog
1464450092.623 2016-05-28 15:41:32 UTC 14615  [5748a337.3917:438] LOG:  checkpoint complete: wrote 491504 buffers (23.4%); 0 transaction log file(s) added, 911 removed, 0 recycled; write=299.382 s, sync=0.937 s, total=300.355 s; sync files=51, longest=0.260 s, average=0.018 s; distance=15073478 kB, estimate=15788590 kB
1464450092.624 2016-05-28 15:41:32 UTC 14615  [5748a337.3917:439] LOG:  checkpoint starting: xlog
1464450299.315 2016-05-28 15:44:59 UTC 14615  [5748a337.3917:440] LOG:  checkpoint complete: wrote 423006 buffers (20.2%); 0 transaction log file(s) added, 920 removed, 0 recycled; write=206.639 s, sync=0.011 s, total=206.691 s; sync files=52, longest=0.004 s, average=0.000 s; distance=14814820 kB, estimate=15691213 kB
1464450299.315 2016-05-28 15:44:59 UTC 14615  [5748a337.3917:441] LOG:  checkpoint starting: immediate force wait xlog
1464450299.805 2016-05-28 15:44:59 UTC 14615  [5748a337.3917:442] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 570 removed, 335 recycled; write=0.041 s, sync=0.000 s, total=0.489 s; sync files=1, longest=0.000 s, average=0.000 s; distance=11275836 kB, estimate=15249675 kB
1464450306.223 2016-05-28 15:45:06 UTC 14615  [5748a337.3917:443] LOG:  checkpoint starting: immediate force wait flush-all
1464450307.095 2016-05-28 15:45:07 UTC 14615  [5748a337.3917:444] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 688 recycled; write=0.071 s, sync=0.000 s, total=0.872 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=13724708 kB
1464450307.171 2016-05-28 15:45:07 UTC 14615  [5748a337.3917:445] LOG:  checkpoint starting: immediate force wait
1464450307.240 2016-05-28 15:45:07 UTC 14615  [5748a337.3917:446] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.067 s, sync=0.000 s, total=0.069 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=12352237 kB
1464450907.568 2016-05-28 15:55:07 UTC 14615  [5748a337.3917:447] LOG:  checkpoint starting: time
1464451207.027 2016-05-28 16:00:07 UTC 14615  [5748a337.3917:448] LOG:  checkpoint complete: wrote 2078 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.442 s, sync=0.013 s, total=299.459 s; sync files=125, longest=0.011 s, average=0.000 s; distance=27005 kB, estimate=11119714 kB
1464454507.837 2016-05-28 16:55:07 UTC 14615  [5748a337.3917:449] LOG:  checkpoint starting: time
1464454737.236 2016-05-28 16:58:57 UTC 14615  [5748a337.3917:450] LOG:  checkpoint complete: wrote 2256 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=229.258 s, sync=0.031 s, total=229.399 s; sync files=426, longest=0.015 s, average=0.000 s; distance=43975 kB, estimate=10012140 kB
1464455108.099 2016-05-28 17:05:08 UTC 14615  [5748a337.3917:451] LOG:  checkpoint starting: time
1464455408.094 2016-05-28 17:10:08 UTC 14615  [5748a337.3917:452] LOG:  checkpoint complete: wrote 6076 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=299.976 s, sync=0.009 s, total=299.995 s; sync files=188, longest=0.002 s, average=0.000 s; distance=1383826 kB, estimate=9149309 kB
1464455708.768 2016-05-28 17:15:08 UTC 14615  [5748a337.3917:453] LOG:  checkpoint starting: time
1464456008.222 2016-05-28 17:20:08 UTC 14615  [5748a337.3917:454] LOG:  checkpoint complete: wrote 5901 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 85 recycled; write=299.275 s, sync=0.009 s, total=299.454 s; sync files=160, longest=0.002 s, average=0.000 s; distance=1343614 kB, estimate=8368739 kB
1464456309.204 2016-05-28 17:25:09 UTC 14615  [5748a337.3917:455] LOG:  checkpoint starting: time
1464456609.756 2016-05-28 17:30:09 UTC 14615  [5748a337.3917:456] LOG:  checkpoint complete: wrote 5770 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 82 recycled; write=299.544 s, sync=0.154 s, total=300.552 s; sync files=52, longest=0.153 s, average=0.002 s; distance=839576 kB, estimate=7615823 kB
1464459305.566 2016-05-28 18:15:05 UTC 14618  [5748a337.391a:2] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459310.256 2016-05-28 18:15:10 UTC 14615  [5748a337.3917:457] LOG:  checkpoint starting: time
1464459315.728 2016-05-28 18:15:15 UTC 50201  [5749e029.c419:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459320.662 2016-05-28 18:15:20 UTC 14618  [5748a337.391a:3] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459330.788 2016-05-28 18:15:30 UTC 50206  [5749e038.c41e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459335.631 2016-05-28 18:15:35 UTC 14618  [5748a337.391a:4] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459345.755 2016-05-28 18:15:45 UTC 50209  [5749e047.c421:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459350.515 2016-05-28 18:15:50 UTC 14618  [5748a337.391a:5] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459360.634 2016-05-28 18:16:00 UTC 50214  [5749e056.c426:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459365.557 2016-05-28 18:16:05 UTC 14618  [5748a337.391a:6] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459375.680 2016-05-28 18:16:15 UTC 50222  [5749e065.c42e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459380.654 2016-05-28 18:16:20 UTC 14618  [5748a337.391a:7] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459390.776 2016-05-28 18:16:30 UTC 50227  [5749e074.c433:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459395.632 2016-05-28 18:16:35 UTC 14618  [5748a337.391a:8] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459406.788 2016-05-28 18:16:46 UTC 50231  [5749e083.c437:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459410.539 2016-05-28 18:16:50 UTC 14618  [5748a337.391a:9] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459420.670 2016-05-28 18:17:00 UTC 50236  [5749e092.c43c:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459425.574 2016-05-28 18:17:05 UTC 14618  [5748a337.391a:10] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459430.274 2016-05-28 18:17:10 UTC 14615  [5748a337.3917:458] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 51 recycled; write=0.174 s, sync=17.122 s, total=120.017 s; sync files=7, longest=17.118 s, average=2.445 s; distance=12 kB, estimate=6854242 kB
1464459438.193 2016-05-28 18:17:18 UTC 50247  [5749e0a1.c447:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459450.143 2016-05-28 18:17:30 UTC 50252  [5749e0b0.c44c:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459455.637 2016-05-28 18:17:35 UTC 14618  [5748a337.391a:11] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459465.753 2016-05-28 18:17:45 UTC 50255  [5749e0bf.c44f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459471.551 2016-05-28 18:17:51 UTC 50258  [5749e0c5.c452:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459665.610 2016-05-28 18:21:05 UTC 14618  [5748a337.391a:12] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459720.315 2016-05-28 18:22:00 UTC 50349  [5749e1be.c4ad:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459725.593 2016-05-28 18:22:05 UTC 14618  [5748a337.391a:13] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459735.715 2016-05-28 18:22:15 UTC 50357  [5749e1cd.c4b5:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459742.099 2016-05-28 18:22:22 UTC 50360  [5749e1d3.c4b8:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459755.733 2016-05-28 18:22:35 UTC 14618  [5748a337.391a:14] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459785.641 2016-05-28 18:23:05 UTC 14618  [5748a337.391a:15] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459795.752 2016-05-28 18:23:15 UTC 50378  [5749e209.c4ca:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459803.954 2016-05-28 18:23:23 UTC 50381  [5749e211.c4cd:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459815.698 2016-05-28 18:23:35 UTC 14618  [5748a337.391a:16] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459825.810 2016-05-28 18:23:45 UTC 50386  [5749e227.c4d2:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459830.583 2016-05-28 18:23:50 UTC 14618  [5748a337.391a:17] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459840.696 2016-05-28 18:24:00 UTC 50391  [5749e236.c4d7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459845.613 2016-05-28 18:24:05 UTC 14618  [5748a337.391a:18] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459855.733 2016-05-28 18:24:15 UTC 50399  [5749e245.c4df:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459867.127 2016-05-28 18:24:27 UTC 50404  [5749e251.c4e4:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459875.692 2016-05-28 18:24:35 UTC 14618  [5748a337.391a:19] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459885.814 2016-05-28 18:24:45 UTC 50407  [5749e263.c4e7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459890.599 2016-05-28 18:24:50 UTC 14618  [5748a337.391a:20] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459900.713 2016-05-28 18:25:00 UTC 50412  [5749e272.c4ec:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459905.631 2016-05-28 18:25:05 UTC 14618  [5748a337.391a:21] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459915.747 2016-05-28 18:25:15 UTC 50423  [5749e281.c4f7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459920.709 2016-05-28 18:25:20 UTC 14618  [5748a337.391a:22] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459930.815 2016-05-28 18:25:30 UTC 50428  [5749e290.c4fc:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459935.701 2016-05-28 18:25:35 UTC 14618  [5748a337.391a:23] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459950.608 2016-05-28 18:25:50 UTC 14618  [5748a337.391a:24] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459960.727 2016-05-28 18:26:00 UTC 50436  [5749e2ae.c504:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459972.161 2016-05-28 18:26:12 UTC 50444  [5749e2ba.c50c:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459980.721 2016-05-28 18:26:20 UTC 14618  [5748a337.391a:25] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459990.846 2016-05-28 18:26:30 UTC 50449  [5749e2cc.c511:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464459995.705 2016-05-28 18:26:35 UTC 14618  [5748a337.391a:26] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460005.828 2016-05-28 18:26:45 UTC 50453  [5749e2db.c515:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460010.610 2016-05-28 18:26:50 UTC 14618  [5748a337.391a:27] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460020.726 2016-05-28 18:27:00 UTC 50458  [5749e2ea.c51a:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460025.626 2016-05-28 18:27:05 UTC 14618  [5748a337.391a:28] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460035.773 2016-05-28 18:27:15 UTC 50466  [5749e2f9.c522:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460040.729 2016-05-28 18:27:20 UTC 14618  [5748a337.391a:29] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460050.852 2016-05-28 18:27:30 UTC 50471  [5749e308.c527:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460055.719 2016-05-28 18:27:35 UTC 14618  [5748a337.391a:30] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460065.843 2016-05-28 18:27:45 UTC 50474  [5749e317.c52a:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460070.617 2016-05-28 18:27:50 UTC 14618  [5748a337.391a:31] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460080.734 2016-05-28 18:28:00 UTC 50479  [5749e326.c52f:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460085.636 2016-05-28 18:28:05 UTC 14618  [5748a337.391a:32] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460095.762 2016-05-28 18:28:15 UTC 50487  [5749e335.c537:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460100.737 2016-05-28 18:28:20 UTC 14618  [5748a337.391a:33] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464460108.373 2016-05-28 18:28:28 UTC 14615  [5748a337.3917:459] LOG:  checkpoint starting: immediate force wait
1464460108.445 2016-05-28 18:28:28 UTC 14615  [5748a337.3917:460] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.069 s, sync=0.000 s, total=0.072 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=6168818 kB
1464460708.544 2016-05-28 18:38:28 UTC 14615  [5748a337.3917:461] LOG:  checkpoint starting: time
1464460709.003 2016-05-28 18:38:28 UTC 14615  [5748a337.3917:462] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.373 s, sync=0.015 s, total=0.458 s; sync files=4, longest=0.014 s, average=0.003 s; distance=12 kB, estimate=5551937 kB
1464461008.597 2016-05-28 18:43:28 UTC 14615  [5748a337.3917:463] LOG:  checkpoint starting: immediate force wait
1464461008.667 2016-05-28 18:43:28 UTC 14615  [5748a337.3917:464] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.066 s, sync=0.000 s, total=0.069 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=4996743 kB
1464461481.458 2016-05-28 18:51:21 UTC 14615  [5748a337.3917:465] LOG:  checkpoint starting: xlog
1464461975.574 2016-05-28 18:59:35 UTC 14615  [5748a337.3917:466] LOG:  checkpoint complete: wrote 861128 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=493.981 s, sync=0.116 s, total=494.115 s; sync files=531, longest=0.104 s, average=0.000 s; distance=6694076 kB, estimate=6694076 kB
1464461975.575 2016-05-28 18:59:35 UTC 14615  [5748a337.3917:467] LOG:  checkpoint starting: xlog
1464462394.198 2016-05-28 19:06:34 UTC 14615  [5748a337.3917:468] LOG:  checkpoint complete: wrote 842914 buffers (40.2%); 0 transaction log file(s) added, 135 removed, 274 recycled; write=418.212 s, sync=0.210 s, total=418.623 s; sync files=527, longest=0.202 s, average=0.000 s; distance=6704014 kB, estimate=6704014 kB
1464462482.520 2016-05-28 19:08:02 UTC 14615  [5748a337.3917:469] LOG:  checkpoint starting: xlog
1464462792.381 2016-05-28 19:13:12 UTC 14615  [5748a337.3917:470] LOG:  checkpoint complete: wrote 693283 buffers (33.1%); 0 transaction log file(s) added, 21 removed, 388 recycled; write=309.523 s, sync=0.158 s, total=309.861 s; sync files=525, longest=0.151 s, average=0.000 s; distance=6698160 kB, estimate=6703429 kB
1464462808.804 2016-05-28 19:13:28 UTC 14615  [5748a337.3917:471] LOG:  checkpoint starting: immediate force wait
