1464536555.583 2016-05-29 15:42:35 UTC 11259  [574b0deb.2bfb:1] LOG:  database system was shut down at 2016-05-29 15:42:20 UTC
1464636024.401 2016-05-30 19:20:24 UTC 11260  [574b0deb.2bfc:863] LOG:  checkpoint starting: time
1464636324.390 2016-05-30 19:25:24 UTC 11260  [574b0deb.2bfc:864] LOG:  checkpoint complete: wrote 7316 buffers (0.3%); 0 transaction log file(s) added, 48 removed, 0 recycled; write=299.690 s, sync=0.006 s, total=299.988 s; sync files=198, longest=0.001 s, average=0.000 s; distance=1665652 kB, estimate=3809959 kB
1464636624.453 2016-05-30 19:30:24 UTC 11260  [574b0deb.2bfc:865] LOG:  checkpoint starting: time
1464636924.333 2016-05-30 19:35:24 UTC 11260  [574b0deb.2bfc:866] LOG:  checkpoint complete: wrote 7195 buffers (0.3%); 0 transaction log file(s) added, 101 removed, 0 recycled; write=299.636 s, sync=0.114 s, total=299.879 s; sync files=73, longest=0.112 s, average=0.001 s; distance=1164320 kB, estimate=3545395 kB
1464639278.028 2016-05-30 20:14:38 UTC 11263  [574b0deb.2bff:9] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464639353.104 2016-05-30 20:15:53 UTC 11263  [574b0deb.2bff:10] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464639624.804 2016-05-30 20:20:24 UTC 11260  [574b0deb.2bfc:867] LOG:  checkpoint starting: time
1464639625.355 2016-05-30 20:20:25 UTC 11260  [574b0deb.2bfc:868] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 transaction log file(s) added, 71 removed, 0 recycled; write=0.252 s, sync=0.005 s, total=0.551 s; sync files=7, longest=0.004 s, average=0.000 s; distance=12 kB, estimate=3190857 kB
1464639788.118 2016-05-30 20:23:08 UTC 11263  [574b0deb.2bff:11] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464639798.241 2016-05-30 20:23:18 UTC 7095  [574ca12c.1bb7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464639803.146 2016-05-30 20:23:23 UTC 11263  [574b0deb.2bff:12] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464639813.269 2016-05-30 20:23:33 UTC 7100  [574ca13b.1bbc:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640013.242 2016-05-30 20:26:53 UTC 11263  [574b0deb.2bff:13] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640023.358 2016-05-30 20:27:03 UTC 7174  [574ca20d.1c06:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640028.154 2016-05-30 20:27:08 UTC 11263  [574b0deb.2bff:14] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640041.593 2016-05-30 20:27:21 UTC 7182  [574ca21c.1c0e:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640074.830 2016-05-30 20:27:54 UTC 7193  [574ca240.1c19:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464640148.229 2016-05-30 20:29:08 UTC 11260  [574b0deb.2bfc:869] LOG:  checkpoint starting: immediate force wait
1464640148.278 2016-05-30 20:29:08 UTC 11260  [574b0deb.2bfc:870] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.046 s, sync=0.000 s, total=0.049 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2871771 kB
1464640748.378 2016-05-30 20:39:08 UTC 11260  [574b0deb.2bfc:871] LOG:  checkpoint starting: time
1464640749.096 2016-05-30 20:39:09 UTC 11260  [574b0deb.2bfc:872] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.358 s, sync=0.130 s, total=0.717 s; sync files=4, longest=0.129 s, average=0.032 s; distance=12 kB, estimate=2584595 kB
1464641048.541 2016-05-30 20:44:08 UTC 11260  [574b0deb.2bfc:873] LOG:  checkpoint starting: immediate force wait
1464641048.599 2016-05-30 20:44:08 UTC 11260  [574b0deb.2bfc:874] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.056 s, sync=0.000 s, total=0.058 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2326136 kB
1464641648.701 2016-05-30 20:54:08 UTC 11260  [574b0deb.2bfc:875] LOG:  checkpoint starting: time
1464641948.093 2016-05-30 20:59:08 UTC 11260  [574b0deb.2bfc:876] LOG:  checkpoint complete: wrote 855502 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=299.243 s, sync=0.008 s, total=299.391 s; sync files=531, longest=0.001 s, average=0.000 s; distance=6651905 kB, estimate=6651905 kB
1464642248.194 2016-05-30 21:04:08 UTC 11260  [574b0deb.2bfc:877] LOG:  checkpoint starting: time
1464642548.723 2016-05-30 21:09:08 UTC 11260  [574b0deb.2bfc:878] LOG:  checkpoint complete: wrote 805091 buffers (38.4%); 0 transaction log file(s) added, 0 removed, 406 recycled; write=299.860 s, sync=0.096 s, total=300.528 s; sync files=527, longest=0.087 s, average=0.000 s; distance=6280172 kB, estimate=6614732 kB
1464642848.784 2016-05-30 21:14:08 UTC 11260  [574b0deb.2bfc:879] LOG:  checkpoint starting: immediate force wait time
1464642885.387 2016-05-30 21:14:45 UTC 11260  [574b0deb.2bfc:880] LOG:  checkpoint complete: wrote 788997 buffers (37.6%); 0 transaction log file(s) added, 0 removed, 384 recycled; write=36.045 s, sync=0.003 s, total=36.603 s; sync files=526, longest=0.000 s, average=0.000 s; distance=6157665 kB, estimate=6569025 kB
1464643331.411 2016-05-30 21:22:11 UTC 8546  [574caef9.2162:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464643407.563 2016-05-30 21:23:27 UTC 8572  [574caf45.217c:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464643448.494 2016-05-30 21:24:08 UTC 11260  [574b0deb.2bfc:881] LOG:  checkpoint starting: time
1464643516.205 2016-05-30 21:25:16 UTC 8615  [574cafb2.21a7:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464643614.084 2016-05-30 21:26:54 UTC 11263  [574b0deb.2bff:15] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464643768.691 2016-05-30 21:29:28 UTC 11260  [574b0deb.2bfc:882] LOG:  checkpoint complete: wrote 3760 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 376 recycled; write=299.583 s, sync=19.154 s, total=320.196 s; sync files=525, longest=4.910 s, average=0.036 s; distance=835335 kB, estimate=5995656 kB
1464643786.090 2016-05-30 21:29:46 UTC 11260  [574b0deb.2bfc:883] LOG:  checkpoint starting: immediate force wait
1464643786.879 2016-05-30 21:29:46 UTC 11260  [574b0deb.2bfc:884] LOG:  checkpoint complete: wrote 19310 buffers (0.9%); 0 transaction log file(s) added, 51 removed, 0 recycled; write=0.698 s, sync=0.018 s, total=0.788 s; sync files=512, longest=0.006 s, average=0.000 s; distance=463104 kB, estimate=5442401 kB
1464643875.223 2016-05-30 21:31:15 UTC 11260  [574b0deb.2bfc:885] LOG:  checkpoint starting: xlog
1464643960.573 2016-05-30 21:32:40 UTC 11260  [574b0deb.2bfc:886] LOG:  checkpoint complete: wrote 872488 buffers (41.6%); 0 transaction log file(s) added, 0 removed, 28 recycled; write=84.680 s, sync=0.011 s, total=85.349 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6695018 kB, estimate=6695018 kB
1464644006.704 2016-05-30 21:33:26 UTC 11260  [574b0deb.2bfc:887] LOG:  checkpoint starting: xlog
1464644089.482 2016-05-30 21:34:49 UTC 11260  [574b0deb.2bfc:888] LOG:  checkpoint complete: wrote 853921 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=82.191 s, sync=0.022 s, total=82.778 s; sync files=528, longest=0.005 s, average=0.000 s; distance=6701135 kB, estimate=6701135 kB
1464644134.867 2016-05-30 21:35:34 UTC 11260  [574b0deb.2bfc:889] LOG:  checkpoint starting: xlog
1464644222.897 2016-05-30 21:37:02 UTC 11260  [574b0deb.2bfc:890] LOG:  checkpoint complete: wrote 747910 buffers (35.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.489 s, sync=0.022 s, total=88.029 s; sync files=528, longest=0.006 s, average=0.000 s; distance=6701038 kB, estimate=6701125 kB
1464644267.994 2016-05-30 21:37:47 UTC 11260  [574b0deb.2bfc:891] LOG:  checkpoint starting: xlog
1464644354.589 2016-05-30 21:39:14 UTC 11260  [574b0deb.2bfc:892] LOG:  checkpoint complete: wrote 860127 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=85.953 s, sync=0.022 s, total=86.594 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701025 kB, estimate=6701115 kB
1464644400.591 2016-05-30 21:40:00 UTC 11260  [574b0deb.2bfc:893] LOG:  checkpoint starting: xlog
1464644491.868 2016-05-30 21:41:31 UTC 11260  [574b0deb.2bfc:894] LOG:  checkpoint complete: wrote 781360 buffers (37.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=90.757 s, sync=0.017 s, total=91.276 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6700975 kB, estimate=6701101 kB
1464644537.179 2016-05-30 21:42:17 UTC 11260  [574b0deb.2bfc:895] LOG:  checkpoint starting: xlog
1464644630.142 2016-05-30 21:43:50 UTC 11260  [574b0deb.2bfc:896] LOG:  checkpoint complete: wrote 860293 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.476 s, sync=0.010 s, total=92.963 s; sync files=528, longest=0.003 s, average=0.000 s; distance=6701090 kB, estimate=6701100 kB
1464644675.689 2016-05-30 21:44:35 UTC 11260  [574b0deb.2bfc:897] LOG:  checkpoint starting: xlog
1464644764.637 2016-05-30 21:46:04 UTC 11260  [574b0deb.2bfc:898] LOG:  checkpoint complete: wrote 852442 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=88.396 s, sync=0.023 s, total=88.947 s; sync files=529, longest=0.003 s, average=0.000 s; distance=6701070 kB, estimate=6701097 kB
1464644810.462 2016-05-30 21:46:50 UTC 11260  [574b0deb.2bfc:899] LOG:  checkpoint starting: xlog
1464644904.458 2016-05-30 21:48:24 UTC 11260  [574b0deb.2bfc:900] LOG:  checkpoint complete: wrote 858860 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=93.467 s, sync=0.018 s, total=93.995 s; sync files=530, longest=0.004 s, average=0.000 s; distance=6701093 kB, estimate=6701097 kB
1464644949.913 2016-05-30 21:49:09 UTC 11260  [574b0deb.2bfc:901] LOG:  checkpoint starting: xlog
1464645040.023 2016-05-30 21:50:40 UTC 11260  [574b0deb.2bfc:902] LOG:  checkpoint complete: wrote 859172 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.589 s, sync=0.022 s, total=90.109 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701032 kB, estimate=6701090 kB
1464645085.169 2016-05-30 21:51:25 UTC 11260  [574b0deb.2bfc:903] LOG:  checkpoint starting: xlog
1464645165.108 2016-05-30 21:52:45 UTC 11260  [574b0deb.2bfc:904] LOG:  checkpoint complete: wrote 858227 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=78.945 s, sync=0.015 s, total=79.938 s; sync files=526, longest=0.003 s, average=0.000 s; distance=6701069 kB, estimate=6701088 kB
1464645209.036 2016-05-30 21:53:29 UTC 11260  [574b0deb.2bfc:905] LOG:  checkpoint starting: xlog
1464645289.031 2016-05-30 21:54:49 UTC 11260  [574b0deb.2bfc:906] LOG:  checkpoint complete: wrote 861756 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=79.521 s, sync=0.018 s, total=79.994 s; sync files=529, longest=0.003 s, average=0.000 s; distance=6701121 kB, estimate=6701121 kB
1464645333.740 2016-05-30 21:55:33 UTC 11260  [574b0deb.2bfc:907] LOG:  checkpoint starting: xlog
1464645414.498 2016-05-30 21:56:54 UTC 11260  [574b0deb.2bfc:908] LOG:  checkpoint complete: wrote 858407 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=80.237 s, sync=0.029 s, total=80.757 s; sync files=527, longest=0.015 s, average=0.000 s; distance=6700935 kB, estimate=6701103 kB
1464645460.587 2016-05-30 21:57:40 UTC 11260  [574b0deb.2bfc:909] LOG:  checkpoint starting: xlog
1464645551.764 2016-05-30 21:59:11 UTC 11260  [574b0deb.2bfc:910] LOG:  checkpoint complete: wrote 860908 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=90.615 s, sync=0.036 s, total=91.177 s; sync files=528, longest=0.007 s, average=0.000 s; distance=6701077 kB, estimate=6701100 kB
1464645587.048 2016-05-30 21:59:47 UTC 11260  [574b0deb.2bfc:911] LOG:  checkpoint starting: immediate force wait
1464645648.984 2016-05-30 22:00:48 UTC 11260  [574b0deb.2bfc:912] LOG:  checkpoint complete: wrote 753385 buffers (35.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=61.331 s, sync=0.008 s, total=61.935 s; sync files=528, longest=0.005 s, average=0.000 s; distance=5877397 kB, estimate=6618730 kB
1464645834.591 2016-05-30 22:03:54 UTC 11263  [574b0deb.2bff:16] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464646188.119 2016-05-30 22:09:48 UTC 11260  [574b0deb.2bfc:913] LOG:  checkpoint starting: time
1464646490.477 2016-05-30 22:14:50 UTC 11260  [574b0deb.2bfc:914] LOG:  checkpoint complete: wrote 24393 buffers (1.2%); 0 transaction log file(s) added, 0 removed, 358 recycled; write=299.943 s, sync=0.209 s, total=302.357 s; sync files=525, longest=0.035 s, average=0.000 s; distance=4267157 kB, estimate=6383573 kB
1464646549.816 2016-05-30 22:15:49 UTC 11260  [574b0deb.2bfc:915] LOG:  checkpoint starting: immediate force wait
1464646553.727 2016-05-30 22:15:53 UTC 11260  [574b0deb.2bfc:916] LOG:  checkpoint complete: wrote 107002 buffers (5.1%); 0 transaction log file(s) added, 18 removed, 243 recycled; write=3.365 s, sync=0.026 s, total=3.911 s; sync files=513, longest=0.005 s, average=0.000 s; distance=2367536 kB, estimate=5981969 kB
1464646640.046 2016-05-30 22:17:20 UTC 11260  [574b0deb.2bfc:917] LOG:  checkpoint starting: xlog
1464646732.635 2016-05-30 22:18:52 UTC 11260  [574b0deb.2bfc:918] LOG:  checkpoint complete: wrote 864746 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 144 recycled; write=92.233 s, sync=0.017 s, total=92.588 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6690109 kB, estimate=6690109 kB
1464646775.524 2016-05-30 22:19:35 UTC 11260  [574b0deb.2bfc:919] LOG:  checkpoint starting: xlog
1464646865.812 2016-05-30 22:21:05 UTC 11260  [574b0deb.2bfc:920] LOG:  checkpoint complete: wrote 857863 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.602 s, sync=0.011 s, total=90.288 s; sync files=528, longest=0.002 s, average=0.000 s; distance=6700943 kB, estimate=6700943 kB
1464646913.268 2016-05-30 22:21:53 UTC 11260  [574b0deb.2bfc:921] LOG:  checkpoint starting: xlog
1464647002.090 2016-05-30 22:23:22 UTC 11260  [574b0deb.2bfc:922] LOG:  checkpoint complete: wrote 735239 buffers (35.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.981 s, sync=0.036 s, total=88.821 s; sync files=529, longest=0.014 s, average=0.000 s; distance=6702099 kB, estimate=6702099 kB
1464647044.362 2016-05-30 22:24:04 UTC 11260  [574b0deb.2bfc:923] LOG:  checkpoint starting: xlog
1464647136.461 2016-05-30 22:25:36 UTC 11260  [574b0deb.2bfc:924] LOG:  checkpoint complete: wrote 858314 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=91.322 s, sync=0.018 s, total=92.099 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6700100 kB, estimate=6701899 kB
1464647178.993 2016-05-30 22:26:18 UTC 11260  [574b0deb.2bfc:925] LOG:  checkpoint starting: xlog
1464647266.034 2016-05-30 22:27:46 UTC 11260  [574b0deb.2bfc:926] LOG:  checkpoint complete: wrote 794474 buffers (37.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=86.081 s, sync=0.047 s, total=87.041 s; sync files=526, longest=0.019 s, average=0.000 s; distance=6701250 kB, estimate=6701834 kB
1464647309.435 2016-05-30 22:28:29 UTC 11260  [574b0deb.2bfc:927] LOG:  checkpoint starting: xlog
1464647397.800 2016-05-30 22:29:57 UTC 11260  [574b0deb.2bfc:928] LOG:  checkpoint complete: wrote 857650 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.759 s, sync=0.012 s, total=88.364 s; sync files=526, longest=0.002 s, average=0.000 s; distance=6700901 kB, estimate=6701741 kB
1464647439.525 2016-05-30 22:30:39 UTC 11260  [574b0deb.2bfc:929] LOG:  checkpoint starting: xlog
1464647529.374 2016-05-30 22:32:09 UTC 11260  [574b0deb.2bfc:930] LOG:  checkpoint complete: wrote 839751 buffers (40.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=89.154 s, sync=0.039 s, total=89.848 s; sync files=528, longest=0.013 s, average=0.000 s; distance=6700978 kB, estimate=6701665 kB
1464647571.677 2016-05-30 22:32:51 UTC 11260  [574b0deb.2bfc:931] LOG:  checkpoint starting: xlog
1464647659.454 2016-05-30 22:34:19 UTC 11260  [574b0deb.2bfc:932] LOG:  checkpoint complete: wrote 857340 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.030 s, sync=0.024 s, total=87.776 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6700992 kB, estimate=6701597 kB
1464647702.314 2016-05-30 22:35:02 UTC 11260  [574b0deb.2bfc:933] LOG:  checkpoint starting: xlog
1464647789.816 2016-05-30 22:36:29 UTC 11260  [574b0deb.2bfc:934] LOG:  checkpoint complete: wrote 851591 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=86.710 s, sync=0.020 s, total=87.501 s; sync files=529, longest=0.001 s, average=0.000 s; distance=6701204 kB, estimate=6701558 kB
1464647833.691 2016-05-30 22:37:13 UTC 11260  [574b0deb.2bfc:935] LOG:  checkpoint starting: xlog
1464647926.436 2016-05-30 22:38:46 UTC 11260  [574b0deb.2bfc:936] LOG:  checkpoint complete: wrote 857558 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.062 s, sync=0.053 s, total=92.744 s; sync files=528, longest=0.020 s, average=0.000 s; distance=6700916 kB, estimate=6701494 kB
1464647970.152 2016-05-30 22:39:30 UTC 11260  [574b0deb.2bfc:937] LOG:  checkpoint starting: xlog
1464648058.317 2016-05-30 22:40:58 UTC 11260  [574b0deb.2bfc:938] LOG:  checkpoint complete: wrote 854336 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=87.381 s, sync=0.047 s, total=88.165 s; sync files=533, longest=0.034 s, average=0.000 s; distance=6701119 kB, estimate=6701456 kB
1464648103.501 2016-05-30 22:41:43 UTC 11260  [574b0deb.2bfc:939] LOG:  checkpoint starting: xlog
1464648196.102 2016-05-30 22:43:16 UTC 11260  [574b0deb.2bfc:940] LOG:  checkpoint complete: wrote 857061 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=91.933 s, sync=0.039 s, total=92.600 s; sync files=552, longest=0.007 s, average=0.000 s; distance=6701017 kB, estimate=6701412 kB
1464648241.816 2016-05-30 22:44:01 UTC 11260  [574b0deb.2bfc:941] LOG:  checkpoint starting: xlog
1464648340.425 2016-05-30 22:45:40 UTC 11260  [574b0deb.2bfc:942] LOG:  checkpoint complete: wrote 857260 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=97.673 s, sync=0.025 s, total=98.609 s; sync files=530, longest=0.008 s, average=0.000 s; distance=6701118 kB, estimate=6701383 kB
1464648354.075 2016-05-30 22:45:54 UTC 11260  [574b0deb.2bfc:943] LOG:  checkpoint starting: immediate force wait
1464648388.223 2016-05-30 22:46:28 UTC 11260  [574b0deb.2bfc:944] LOG:  checkpoint complete: wrote 539901 buffers (25.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=33.489 s, sync=0.010 s, total=34.148 s; sync files=530, longest=0.007 s, average=0.000 s; distance=4236027 kB, estimate=6454847 kB
1464648642.396 2016-05-30 22:50:42 UTC 11263  [574b0deb.2bff:17] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464648652.519 2016-05-30 22:50:52 UTC 11074  [574cc3c2.2b42:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464648657.383 2016-05-30 22:50:57 UTC 11263  [574b0deb.2bff:18] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464648667.504 2016-05-30 22:51:07 UTC 11077  [574cc3d1.2b45:1] LOG:  using stale statistics instead of current ones because stats collector is not responding
1464648954.363 2016-05-30 22:55:54 UTC 11260  [574b0deb.2bfc:945] LOG:  checkpoint starting: time
1464649257.115 2016-05-30 23:00:57 UTC 11260  [574b0deb.2bfc:946] LOG:  checkpoint complete: wrote 52516 buffers (2.5%); 0 transaction log file(s) added, 0 removed, 258 recycled; write=299.639 s, sync=0.556 s, total=302.751 s; sync files=528, longest=0.148 s, average=0.001 s; distance=5800480 kB, estimate=6389411 kB
1464649289.019 2016-05-30 23:01:29 UTC 11260  [574b0deb.2bfc:947] LOG:  checkpoint starting: immediate force wait
1464649296.533 2016-05-30 23:01:36 UTC 11260  [574b0deb.2bfc:948] LOG:  checkpoint complete: wrote 190766 buffers (9.1%); 0 transaction log file(s) added, 2 removed, 352 recycled; write=6.822 s, sync=0.018 s, total=7.513 s; sync files=514, longest=0.010 s, average=0.000 s; distance=3236245 kB, estimate=6074094 kB
1464649403.050 2016-05-30 23:03:23 UTC 11260  [574b0deb.2bfc:949] LOG:  checkpoint starting: xlog
1464649500.531 2016-05-30 23:05:00 UTC 11260  [574b0deb.2bfc:950] LOG:  checkpoint complete: wrote 863389 buffers (41.2%); 0 transaction log file(s) added, 0 removed, 198 recycled; write=96.582 s, sync=0.037 s, total=97.480 s; sync files=533, longest=0.013 s, average=0.000 s; distance=6699761 kB, estimate=6699761 kB
1464649554.393 2016-05-30 23:05:54 UTC 11260  [574b0deb.2bfc:951] LOG:  checkpoint starting: xlog
1464649657.440 2016-05-30 23:07:37 UTC 11260  [574b0deb.2bfc:952] LOG:  checkpoint complete: wrote 855169 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=101.152 s, sync=0.008 s, total=103.047 s; sync files=530, longest=0.001 s, average=0.000 s; distance=6700902 kB, estimate=6700902 kB
1464649716.194 2016-05-30 23:08:36 UTC 11260  [574b0deb.2bfc:953] LOG:  checkpoint starting: xlog
1464649806.433 2016-05-30 23:10:06 UTC 11260  [574b0deb.2bfc:954] LOG:  checkpoint complete: wrote 772762 buffers (36.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=88.972 s, sync=0.056 s, total=90.238 s; sync files=529, longest=0.010 s, average=0.000 s; distance=6701334 kB, estimate=6701334 kB
1464649859.201 2016-05-30 23:10:59 UTC 11260  [574b0deb.2bfc:955] LOG:  checkpoint starting: xlog
1464649959.678 2016-05-30 23:12:39 UTC 11260  [574b0deb.2bfc:956] LOG:  checkpoint complete: wrote 855116 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=98.566 s, sync=0.169 s, total=100.476 s; sync files=528, longest=0.072 s, average=0.000 s; distance=6700438 kB, estimate=6701244 kB
1464650012.948 2016-05-30 23:13:32 UTC 11260  [574b0deb.2bfc:957] LOG:  checkpoint starting: xlog
1464650112.931 2016-05-30 23:15:12 UTC 11260  [574b0deb.2bfc:958] LOG:  checkpoint complete: wrote 825751 buffers (39.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=98.324 s, sync=0.027 s, total=99.983 s; sync files=529, longest=0.008 s, average=0.000 s; distance=6701291 kB, estimate=6701291 kB
1464650166.590 2016-05-30 23:16:06 UTC 11260  [574b0deb.2bfc:959] LOG:  checkpoint starting: xlog
1464650265.935 2016-05-30 23:17:45 UTC 11260  [574b0deb.2bfc:960] LOG:  checkpoint complete: wrote 854742 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=97.789 s, sync=0.054 s, total=99.344 s; sync files=529, longest=0.021 s, average=0.000 s; distance=6700958 kB, estimate=6701257 kB
1464650318.943 2016-05-30 23:18:38 UTC 11260  [574b0deb.2bfc:961] LOG:  checkpoint starting: xlog
1464650420.315 2016-05-30 23:20:20 UTC 11260  [574b0deb.2bfc:962] LOG:  checkpoint complete: wrote 842369 buffers (40.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=100.150 s, sync=0.036 s, total=101.372 s; sync files=529, longest=0.013 s, average=0.000 s; distance=6700998 kB, estimate=6701231 kB
1464650473.835 2016-05-30 23:21:13 UTC 11260  [574b0deb.2bfc:963] LOG:  checkpoint starting: xlog
1464650569.105 2016-05-30 23:22:49 UTC 11260  [574b0deb.2bfc:964] LOG:  checkpoint complete: wrote 855086 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=93.843 s, sync=0.072 s, total=95.269 s; sync files=529, longest=0.017 s, average=0.000 s; distance=6701166 kB, estimate=6701225 kB
1464650621.454 2016-05-30 23:23:41 UTC 11260  [574b0deb.2bfc:965] LOG:  checkpoint starting: xlog
1464650714.691 2016-05-30 23:25:14 UTC 11260  [574b0deb.2bfc:966] LOG:  checkpoint complete: wrote 838621 buffers (40.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=92.241 s, sync=0.041 s, total=93.237 s; sync files=528, longest=0.016 s, average=0.000 s; distance=6701090 kB, estimate=6701211 kB
1464650767.356 2016-05-30 23:26:07 UTC 11260  [574b0deb.2bfc:967] LOG:  checkpoint starting: xlog
1464650865.329 2016-05-30 23:27:45 UTC 11260  [574b0deb.2bfc:968] LOG:  checkpoint complete: wrote 853750 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=96.458 s, sync=0.050 s, total=97.972 s; sync files=529, longest=0.009 s, average=0.000 s; distance=6700791 kB, estimate=6701169 kB
1464650919.228 2016-05-30 23:28:39 UTC 11260  [574b0deb.2bfc:969] LOG:  checkpoint starting: xlog
1464651018.383 2016-05-30 23:30:18 UTC 11260  [574b0deb.2bfc:970] LOG:  checkpoint complete: wrote 843826 buffers (40.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=97.358 s, sync=0.035 s, total=99.154 s; sync files=530, longest=0.015 s, average=0.000 s; distance=6701459 kB, estimate=6701459 kB
1464651072.167 2016-05-30 23:31:12 UTC 11260  [574b0deb.2bfc:971] LOG:  checkpoint starting: xlog
1464651099.279 2016-05-30 23:31:39 UTC 11260  [574b0deb.2bfc:972] LOG:  checkpoint complete: wrote 246349 buffers (11.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=26.617 s, sync=0.000 s, total=27.111 s; sync files=0, longest=0.000 s, average=0.000 s; distance=6701141 kB, estimate=6701428 kB
1464651099.280 2016-05-30 23:31:39 UTC 11260  [574b0deb.2bfc:973] LOG:  checkpoint starting: immediate force wait
1464651100.257 2016-05-30 23:31:40 UTC 11260  [574b0deb.2bfc:974] LOG:  checkpoint complete: wrote 2 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=0.077 s, sync=0.000 s, total=0.977 s; sync files=2, longest=0.000 s, average=0.000 s; distance=963155 kB, estimate=6127600 kB
1464651179.130 2016-05-30 23:32:59 UTC 11260  [574b0deb.2bfc:975] LOG:  checkpoint starting: immediate force wait flush-all
