1464698282.799 2016-05-31 12:38:02 UTC 3336  [574d85aa.d08:1] LOG:  database system was shut down at 2016-05-31 12:37:50 UTC
1464804087.361 2016-06-01 18:01:27 UTC 3337  [574d85aa.d09:929] LOG:  checkpoint starting: time
1464804087.741 2016-06-01 18:01:27 UTC 3337  [574d85aa.d09:930] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.377 s, sync=0.000 s, total=0.380 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2707768 kB
1464804387.938 2016-06-01 18:06:27 UTC 3337  [574d85aa.d09:931] LOG:  checkpoint starting: immediate force wait
1464804388.016 2016-06-01 18:06:28 UTC 3337  [574d85aa.d09:932] LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.076 s, sync=0.000 s, total=0.078 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2436991 kB
1464804866.690 2016-06-01 18:14:26 UTC 3337  [574d85aa.d09:933] LOG:  checkpoint starting: xlog
1464805133.832 2016-06-01 18:18:53 UTC 3337  [574d85aa.d09:934] LOG:  checkpoint complete: wrote 861038 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=267.121 s, sync=0.005 s, total=267.141 s; sync files=531, longest=0.000 s, average=0.000 s; distance=6694253 kB, estimate=6694253 kB
1464805374.894 2016-06-01 18:22:54 UTC 3337  [574d85aa.d09:935] LOG:  checkpoint starting: xlog
1464805648.619 2016-06-01 18:27:28 UTC 3337  [574d85aa.d09:936] LOG:  checkpoint complete: wrote 858055 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=273.282 s, sync=0.014 s, total=273.724 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701060 kB, estimate=6701060 kB
1464805900.560 2016-06-01 18:31:40 UTC 3337  [574d85aa.d09:937] LOG:  checkpoint starting: xlog
1464806161.661 2016-06-01 18:36:01 UTC 3337  [574d85aa.d09:938] LOG:  checkpoint complete: wrote 683555 buffers (32.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=260.719 s, sync=0.006 s, total=261.101 s; sync files=526, longest=0.001 s, average=0.000 s; distance=6701324 kB, estimate=6701324 kB
1464806188.137 2016-06-01 18:36:28 UTC 3337  [574d85aa.d09:939] LOG:  checkpoint starting: immediate force wait
1464806202.891 2016-06-01 18:36:42 UTC 3337  [574d85aa.d09:940] LOG:  checkpoint complete: wrote 476769 buffers (22.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=13.956 s, sync=0.004 s, total=14.754 s; sync files=526, longest=0.000 s, average=0.000 s; distance=3727101 kB, estimate=6403902 kB
1464806789.001 2016-06-01 18:46:28 UTC 3337  [574d85aa.d09:941] LOG:  checkpoint starting: time
1464807088.661 2016-06-01 18:51:28 UTC 3337  [574d85aa.d09:942] LOG:  checkpoint complete: wrote 4841 buffers (0.2%); 0 transaction log file(s) added, 34 removed, 193 recycled; write=299.017 s, sync=0.025 s, total=299.660 s; sync files=527, longest=0.002 s, average=0.000 s; distance=1179623 kB, estimate=5881474 kB
1464807103.430 2016-06-01 18:51:43 UTC 3337  [574d85aa.d09:943] LOG:  checkpoint starting: immediate force wait
1464807104.429 2016-06-01 18:51:44 UTC 3337  [574d85aa.d09:944] LOG:  checkpoint complete: wrote 25398 buffers (1.2%); 0 transaction log file(s) added, 72 removed, 0 recycled; write=0.909 s, sync=0.016 s, total=0.998 s; sync files=512, longest=0.005 s, average=0.000 s; distance=564371 kB, estimate=5349764 kB
1464807169.586 2016-06-01 18:52:49 UTC 3337  [574d85aa.d09:945] LOG:  checkpoint starting: xlog
1464807219.227 2016-06-01 18:53:39 UTC 3337  [574d85aa.d09:946] LOG:  checkpoint complete: wrote 865429 buffers (41.3%); 0 transaction log file(s) added, 0 removed, 34 recycled; write=49.569 s, sync=0.014 s, total=49.641 s; sync files=531, longest=0.003 s, average=0.000 s; distance=6685699 kB, estimate=6685699 kB
1464807251.897 2016-06-01 18:54:11 UTC 3337  [574d85aa.d09:947] LOG:  checkpoint starting: xlog
1464807306.702 2016-06-01 18:55:06 UTC 3337  [574d85aa.d09:948] LOG:  checkpoint complete: wrote 859161 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.423 s, sync=0.014 s, total=54.805 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6700974 kB, estimate=6700974 kB
1464807339.664 2016-06-01 18:55:39 UTC 3337  [574d85aa.d09:949] LOG:  checkpoint starting: xlog
1464807390.413 2016-06-01 18:56:30 UTC 3337  [574d85aa.d09:950] LOG:  checkpoint complete: wrote 854243 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=50.262 s, sync=0.022 s, total=50.748 s; sync files=527, longest=0.010 s, average=0.000 s; distance=6701043 kB, estimate=6701043 kB
1464807424.380 2016-06-01 18:57:04 UTC 3337  [574d85aa.d09:951] LOG:  checkpoint starting: xlog
1464807473.769 2016-06-01 18:57:53 UTC 3337  [574d85aa.d09:952] LOG:  checkpoint complete: wrote 859581 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=48.967 s, sync=0.012 s, total=49.388 s; sync files=527, longest=0.003 s, average=0.000 s; distance=6701122 kB, estimate=6701122 kB
1464807506.782 2016-06-01 18:58:26 UTC 3337  [574d85aa.d09:953] LOG:  checkpoint starting: xlog
1464807557.108 2016-06-01 18:59:17 UTC 3337  [574d85aa.d09:954] LOG:  checkpoint complete: wrote 837841 buffers (40.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=49.854 s, sync=0.019 s, total=50.325 s; sync files=526, longest=0.005 s, average=0.000 s; distance=6701065 kB, estimate=6701116 kB
1464807589.848 2016-06-01 18:59:49 UTC 3337  [574d85aa.d09:955] LOG:  checkpoint starting: xlog
1464807643.911 2016-06-01 19:00:43 UTC 3337  [574d85aa.d09:956] LOG:  checkpoint complete: wrote 860101 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.565 s, sync=0.017 s, total=54.062 s; sync files=526, longest=0.004 s, average=0.000 s; distance=6701033 kB, estimate=6701108 kB
1464807676.978 2016-06-01 19:01:16 UTC 3337  [574d85aa.d09:957] LOG:  checkpoint starting: xlog
1464807726.016 2016-06-01 19:02:06 UTC 3337  [574d85aa.d09:958] LOG:  checkpoint complete: wrote 852126 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=48.655 s, sync=0.015 s, total=49.038 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6701040 kB, estimate=6701101 kB
1464807759.461 2016-06-01 19:02:39 UTC 3337  [574d85aa.d09:959] LOG:  checkpoint starting: xlog
1464807812.887 2016-06-01 19:03:32 UTC 3337  [574d85aa.d09:960] LOG:  checkpoint complete: wrote 859690 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=52.932 s, sync=0.022 s, total=53.425 s; sync files=528, longest=0.003 s, average=0.000 s; distance=6701102 kB, estimate=6701102 kB
1464807845.122 2016-06-01 19:04:05 UTC 3337  [574d85aa.d09:961] LOG:  checkpoint starting: xlog
1464807898.653 2016-06-01 19:04:58 UTC 3337  [574d85aa.d09:962] LOG:  checkpoint complete: wrote 858626 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=53.029 s, sync=0.022 s, total=53.530 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6701070 kB, estimate=6701098 kB
1464807931.944 2016-06-01 19:05:31 UTC 3337  [574d85aa.d09:963] LOG:  checkpoint starting: xlog
1464807980.791 2016-06-01 19:06:20 UTC 3337  [574d85aa.d09:964] LOG:  checkpoint complete: wrote 861280 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=48.423 s, sync=0.012 s, total=48.846 s; sync files=528, longest=0.001 s, average=0.000 s; distance=6701014 kB, estimate=6701090 kB
1464808015.061 2016-06-01 19:06:55 UTC 3337  [574d85aa.d09:965] LOG:  checkpoint starting: xlog
1464808065.188 2016-06-01 19:07:45 UTC 3337  [574d85aa.d09:966] LOG:  checkpoint complete: wrote 858383 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=49.732 s, sync=0.017 s, total=50.126 s; sync files=526, longest=0.005 s, average=0.000 s; distance=6701098 kB, estimate=6701098 kB
1464808098.614 2016-06-01 19:08:18 UTC 3337  [574d85aa.d09:967] LOG:  checkpoint starting: xlog
1464808150.995 2016-06-01 19:09:10 UTC 3337  [574d85aa.d09:968] LOG:  checkpoint complete: wrote 860215 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=51.933 s, sync=0.019 s, total=52.381 s; sync files=527, longest=0.007 s, average=0.000 s; distance=6700979 kB, estimate=6701086 kB
1464808184.418 2016-06-01 19:09:44 UTC 3337  [574d85aa.d09:969] LOG:  checkpoint starting: xlog
1464808235.604 2016-06-01 19:10:35 UTC 3337  [574d85aa.d09:970] LOG:  checkpoint complete: wrote 859413 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=50.751 s, sync=0.017 s, total=51.186 s; sync files=526, longest=0.003 s, average=0.000 s; distance=6701079 kB, estimate=6701086 kB
1464808268.218 2016-06-01 19:11:08 UTC 3337  [574d85aa.d09:971] LOG:  checkpoint starting: xlog
1464808323.272 2016-06-01 19:12:03 UTC 3337  [574d85aa.d09:972] LOG:  checkpoint complete: wrote 858514 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=54.611 s, sync=0.022 s, total=55.054 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701014 kB, estimate=6701078 kB
1464808357.215 2016-06-01 19:12:37 UTC 3337  [574d85aa.d09:973] LOG:  checkpoint starting: xlog
1464808420.691 2016-06-01 19:13:40 UTC 3337  [574d85aa.d09:974] LOG:  checkpoint complete: wrote 857853 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=62.956 s, sync=0.018 s, total=63.476 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6701033 kB, estimate=6701074 kB
1464808453.738 2016-06-01 19:14:13 UTC 3337  [574d85aa.d09:975] LOG:  checkpoint starting: xlog
1464808516.772 2016-06-01 19:15:16 UTC 3337  [574d85aa.d09:976] LOG:  checkpoint complete: wrote 860614 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=62.594 s, sync=0.015 s, total=63.033 s; sync files=529, longest=0.004 s, average=0.000 s; distance=6701178 kB, estimate=6701178 kB
1464808550.181 2016-06-01 19:15:50 UTC 3337  [574d85aa.d09:977] LOG:  checkpoint starting: xlog
1464808614.534 2016-06-01 19:16:54 UTC 3337  [574d85aa.d09:978] LOG:  checkpoint complete: wrote 858431 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=63.904 s, sync=0.016 s, total=64.352 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701040 kB, estimate=6701164 kB
1464808648.837 2016-06-01 19:17:28 UTC 3337  [574d85aa.d09:979] LOG:  checkpoint starting: xlog
1464808709.611 2016-06-01 19:18:29 UTC 3337  [574d85aa.d09:980] LOG:  checkpoint complete: wrote 860987 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=60.344 s, sync=0.024 s, total=60.773 s; sync files=529, longest=0.004 s, average=0.000 s; distance=6700994 kB, estimate=6701147 kB
1464808743.004 2016-06-01 19:19:02 UTC 3337  [574d85aa.d09:981] LOG:  checkpoint starting: xlog
1464808811.851 2016-06-01 19:20:11 UTC 3337  [574d85aa.d09:982] LOG:  checkpoint complete: wrote 858368 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=68.388 s, sync=0.016 s, total=68.846 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6701020 kB, estimate=6701134 kB
1464808845.624 2016-06-01 19:20:45 UTC 3337  [574d85aa.d09:983] LOG:  checkpoint starting: xlog
1464808904.720 2016-06-01 19:21:44 UTC 3337  [574d85aa.d09:984] LOG:  checkpoint complete: wrote 857571 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=58.691 s, sync=0.018 s, total=59.096 s; sync files=529, longest=0.005 s, average=0.000 s; distance=6701097 kB, estimate=6701130 kB
1464808904.721 2016-06-01 19:21:44 UTC 3337  [574d85aa.d09:985] LOG:  checkpoint starting: immediate force wait
1464808923.128 2016-06-01 19:22:03 UTC 3337  [574d85aa.d09:986] LOG:  checkpoint complete: wrote 433389 buffers (20.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=17.604 s, sync=0.003 s, total=18.406 s; sync files=530, longest=0.000 s, average=0.000 s; distance=3378135 kB, estimate=6368831 kB
1464809486.234 2016-06-01 19:31:26 UTC 3337  [574d85aa.d09:987] LOG:  checkpoint starting: xlog
1464809786.799 2016-06-01 19:36:26 UTC 3337  [574d85aa.d09:988] LOG:  checkpoint complete: wrote 33504 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 206 recycled; write=299.851 s, sync=0.055 s, total=300.565 s; sync files=525, longest=0.007 s, average=0.000 s; distance=6698653 kB, estimate=6698653 kB
1464809823.775 2016-06-01 19:37:03 UTC 3337  [574d85aa.d09:989] LOG:  checkpoint starting: immediate force wait
1464809829.086 2016-06-01 19:37:09 UTC 3337  [574d85aa.d09:990] LOG:  checkpoint complete: wrote 149171 buffers (7.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=4.679 s, sync=0.009 s, total=5.310 s; sync files=513, longest=0.002 s, average=0.000 s; distance=3388718 kB, estimate=6367659 kB
1464809908.754 2016-06-01 19:38:28 UTC 3337  [574d85aa.d09:991] LOG:  checkpoint starting: xlog
1464809971.268 2016-06-01 19:39:31 UTC 3337  [574d85aa.d09:992] LOG:  checkpoint complete: wrote 862241 buffers (41.1%); 0 transaction log file(s) added, 0 removed, 206 recycled; write=62.033 s, sync=0.015 s, total=62.513 s; sync files=531, longest=0.004 s, average=0.000 s; distance=6686987 kB, estimate=6686987 kB
1464810010.833 2016-06-01 19:40:10 UTC 3337  [574d85aa.d09:993] LOG:  checkpoint starting: xlog
1464810075.888 2016-06-01 19:41:15 UTC 3337  [574d85aa.d09:994] LOG:  checkpoint complete: wrote 857611 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=64.308 s, sync=0.021 s, total=65.054 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6700938 kB, estimate=6700938 kB
1464810115.058 2016-06-01 19:41:55 UTC 3337  [574d85aa.d09:995] LOG:  checkpoint starting: xlog
1464810179.822 2016-06-01 19:42:59 UTC 3337  [574d85aa.d09:996] LOG:  checkpoint complete: wrote 780336 buffers (37.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=64.368 s, sync=0.015 s, total=64.764 s; sync files=529, longest=0.003 s, average=0.000 s; distance=6701175 kB, estimate=6701175 kB
1464810219.507 2016-06-01 19:43:39 UTC 3337  [574d85aa.d09:997] LOG:  checkpoint starting: xlog
1464810287.964 2016-06-01 19:44:47 UTC 3337  [574d85aa.d09:998] LOG:  checkpoint complete: wrote 856723 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=67.703 s, sync=0.306 s, total=68.457 s; sync files=530, longest=0.288 s, average=0.000 s; distance=6700908 kB, estimate=6701148 kB
1464810328.105 2016-06-01 19:45:28 UTC 3337  [574d85aa.d09:999] LOG:  checkpoint starting: xlog
1464810398.128 2016-06-01 19:46:38 UTC 3337  [574d85aa.d09:1000] LOG:  checkpoint complete: wrote 809004 buffers (38.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.282 s, sync=0.020 s, total=70.023 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701229 kB, estimate=6701229 kB
1464810437.992 2016-06-01 19:47:17 UTC 3337  [574d85aa.d09:1001] LOG:  checkpoint starting: xlog
1464810508.961 2016-06-01 19:48:28 UTC 3337  [574d85aa.d09:1002] LOG:  checkpoint complete: wrote 857601 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=70.136 s, sync=0.016 s, total=70.968 s; sync files=527, longest=0.004 s, average=0.000 s; distance=6700914 kB, estimate=6701198 kB
1464810548.916 2016-06-01 19:49:08 UTC 3337  [574d85aa.d09:1003] LOG:  checkpoint starting: xlog
1464810619.411 2016-06-01 19:50:19 UTC 3337  [574d85aa.d09:1004] LOG:  checkpoint complete: wrote 840028 buffers (40.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.674 s, sync=0.027 s, total=70.495 s; sync files=528, longest=0.005 s, average=0.000 s; distance=6701087 kB, estimate=6701187 kB
1464810659.147 2016-06-01 19:50:59 UTC 3337  [574d85aa.d09:1005] LOG:  checkpoint starting: xlog
1464810729.961 2016-06-01 19:52:09 UTC 3337  [574d85aa.d09:1006] LOG:  checkpoint complete: wrote 856863 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=70.166 s, sync=0.027 s, total=70.813 s; sync files=529, longest=0.007 s, average=0.000 s; distance=6701265 kB, estimate=6701265 kB
1464810770.053 2016-06-01 19:52:50 UTC 3337  [574d85aa.d09:1007] LOG:  checkpoint starting: xlog
1464810840.914 2016-06-01 19:54:00 UTC 3337  [574d85aa.d09:1008] LOG:  checkpoint complete: wrote 844536 buffers (40.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=70.278 s, sync=0.010 s, total=70.861 s; sync files=529, longest=0.002 s, average=0.000 s; distance=6700907 kB, estimate=6701229 kB
1464810881.046 2016-06-01 19:54:41 UTC 3337  [574d85aa.d09:1009] LOG:  checkpoint starting: xlog
1464810949.119 2016-06-01 19:55:49 UTC 3337  [574d85aa.d09:1010] LOG:  checkpoint complete: wrote 855200 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=67.207 s, sync=0.022 s, total=68.072 s; sync files=528, longest=0.003 s, average=0.000 s; distance=6701002 kB, estimate=6701207 kB
1464810989.318 2016-06-01 19:56:29 UTC 3337  [574d85aa.d09:1011] LOG:  checkpoint starting: xlog
1464811064.183 2016-06-01 19:57:44 UTC 3337  [574d85aa.d09:1012] LOG:  checkpoint complete: wrote 845328 buffers (40.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=74.114 s, sync=0.018 s, total=74.865 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6700967 kB, estimate=6701183 kB
1464811105.092 2016-06-01 19:58:25 UTC 3337  [574d85aa.d09:1013] LOG:  checkpoint starting: xlog
1464811178.157 2016-06-01 19:59:38 UTC 3337  [574d85aa.d09:1014] LOG:  checkpoint complete: wrote 855360 buffers (40.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=72.273 s, sync=0.014 s, total=73.065 s; sync files=528, longest=0.004 s, average=0.000 s; distance=6701148 kB, estimate=6701179 kB
1464811219.475 2016-06-01 20:00:19 UTC 3337  [574d85aa.d09:1015] LOG:  checkpoint starting: xlog
1464811290.982 2016-06-01 20:01:30 UTC 3337  [574d85aa.d09:1016] LOG:  checkpoint complete: wrote 852764 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=70.630 s, sync=0.024 s, total=71.507 s; sync files=528, longest=0.005 s, average=0.000 s; distance=6701079 kB, estimate=6701169 kB
1464811332.108 2016-06-01 20:02:12 UTC 3337  [574d85aa.d09:1017] LOG:  checkpoint starting: xlog
1464811399.693 2016-06-01 20:03:19 UTC 3337  [574d85aa.d09:1018] LOG:  checkpoint complete: wrote 859383 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=66.866 s, sync=0.014 s, total=67.584 s; sync files=529, longest=0.004 s, average=0.000 s; distance=6700963 kB, estimate=6701149 kB
1464811441.681 2016-06-01 20:04:01 UTC 3337  [574d85aa.d09:1019] LOG:  checkpoint starting: xlog
1464811518.382 2016-06-01 20:05:18 UTC 3337  [574d85aa.d09:1020] LOG:  checkpoint complete: wrote 850693 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=75.863 s, sync=0.017 s, total=76.701 s; sync files=530, longest=0.005 s, average=0.000 s; distance=6700985 kB, estimate=6701132 kB
1464811559.635 2016-06-01 20:05:59 UTC 3337  [574d85aa.d09:1021] LOG:  checkpoint starting: xlog
1464811631.116 2016-06-01 20:07:11 UTC 3337  [574d85aa.d09:1022] LOG:  checkpoint complete: wrote 856820 buffers (40.9%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=71.018 s, sync=0.007 s, total=71.480 s; sync files=530, longest=0.002 s, average=0.000 s; distance=6701185 kB, estimate=6701185 kB
1464811631.117 2016-06-01 20:07:11 UTC 3337  [574d85aa.d09:1023] LOG:  checkpoint starting: immediate force wait
1464811663.317 2016-06-01 20:07:43 UTC 3337  [574d85aa.d09:1024] LOG:  checkpoint complete: wrote 414700 buffers (19.8%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=31.386 s, sync=0.004 s, total=32.199 s; sync files=528, longest=0.000 s, average=0.000 s; distance=3260240 kB, estimate=6357091 kB
1464812014.066 2016-06-01 20:13:34 UTC 3337  [574d85aa.d09:1025] LOG:  checkpoint starting: xlog
1464812194.141 2016-06-01 20:16:34 UTC 3337  [574d85aa.d09:1026] LOG:  checkpoint complete: wrote 80724 buffers (3.8%); 0 transaction log file(s) added, 0 removed, 199 recycled; write=179.468 s, sync=0.043 s, total=180.074 s; sync files=527, longest=0.006 s, average=0.000 s; distance=6702039 kB, estimate=6702039 kB
1464812370.171 2016-06-01 20:19:30 UTC 3337  [574d85aa.d09:1027] LOG:  checkpoint starting: xlog
1464812540.804 2016-06-01 20:22:20 UTC 3337  [574d85aa.d09:1028] LOG:  checkpoint complete: wrote 71597 buffers (3.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=169.558 s, sync=0.067 s, total=170.633 s; sync files=514, longest=0.009 s, average=0.000 s; distance=6700695 kB, estimate=6701904 kB
1464812563.748 2016-06-01 20:22:43 UTC 3337  [574d85aa.d09:1029] LOG:  checkpoint starting: immediate force wait
1464812572.907 2016-06-01 20:22:52 UTC 3337  [574d85aa.d09:1030] LOG:  checkpoint complete: wrote 238474 buffers (11.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=8.232 s, sync=0.313 s, total=9.159 s; sync files=514, longest=0.295 s, average=0.000 s; distance=3748763 kB, estimate=6406590 kB
1464812657.126 2016-06-01 20:24:17 UTC 3337  [574d85aa.d09:1031] LOG:  checkpoint starting: xlog
1464812729.437 2016-06-01 20:25:29 UTC 3337  [574d85aa.d09:1032] LOG:  checkpoint complete: wrote 859790 buffers (41.0%); 0 transaction log file(s) added, 0 removed, 228 recycled; write=71.393 s, sync=0.022 s, total=72.311 s; sync files=533, longest=0.010 s, average=0.000 s; distance=6687596 kB, estimate=6687596 kB
1464812771.113 2016-06-01 20:26:11 UTC 3337  [574d85aa.d09:1033] LOG:  checkpoint starting: xlog
1464812838.526 2016-06-01 20:27:18 UTC 3337  [574d85aa.d09:1034] LOG:  checkpoint complete: wrote 854473 buffers (40.7%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=66.770 s, sync=0.017 s, total=67.413 s; sync files=530, longest=0.003 s, average=0.000 s; distance=6701103 kB, estimate=6701103 kB
1464812879.369 2016-06-01 20:27:59 UTC 3337  [574d85aa.d09:1035] LOG:  checkpoint starting: xlog
1464812953.168 2016-06-01 20:29:13 UTC 3337  [574d85aa.d09:1036] LOG:  checkpoint complete: wrote 803159 buffers (38.3%); 0 transaction log file(s) added, 7 removed, 402 recycled; write=72.169 s, sync=0.017 s, total=73.798 s; sync files=531, longest=0.003 s, average=0.000 s; distance=6701090 kB, estimate=6701102 kB
1464812996.258 2016-06-01 20:29:56 UTC 3337  [574d85aa.d09:1037] LOG:  checkpoint starting: xlog
1464813071.620 2016-06-01 20:31:11 UTC 3337  [574d85aa.d09:1038] LOG:  checkpoint complete: wrote 847718 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.715 s, sync=0.052 s, total=75.361 s; sync files=530, longest=0.015 s, average=0.000 s; distance=6700664 kB, estimate=6701058 kB
1464813114.373 2016-06-01 20:31:54 UTC 3337  [574d85aa.d09:1039] LOG:  checkpoint starting: xlog
1464813189.755 2016-06-01 20:33:09 UTC 3337  [574d85aa.d09:1040] LOG:  checkpoint complete: wrote 848497 buffers (40.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=74.076 s, sync=0.020 s, total=75.382 s; sync files=529, longest=0.006 s, average=0.000 s; distance=6701338 kB, estimate=6701338 kB
1464813229.470 2016-06-01 20:33:49 UTC 3337  [574d85aa.d09:1041] LOG:  checkpoint starting: xlog
1464813302.542 2016-06-01 20:35:02 UTC 3337  [574d85aa.d09:1042] LOG:  checkpoint complete: wrote 849066 buffers (40.5%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=72.052 s, sync=0.026 s, total=73.071 s; sync files=530, longest=0.005 s, average=0.000 s; distance=6700956 kB, estimate=6701299 kB
1464813340.756 2016-06-01 20:35:40 UTC 3337  [574d85aa.d09:1043] LOG:  checkpoint starting: xlog
1464813408.634 2016-06-01 20:36:48 UTC 3337  [574d85aa.d09:1044] LOG:  checkpoint complete: wrote 846978 buffers (40.4%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=66.744 s, sync=0.023 s, total=67.877 s; sync files=533, longest=0.006 s, average=0.000 s; distance=6701006 kB, estimate=6701270 kB
1464813446.613 2016-06-01 20:37:26 UTC 3337  [574d85aa.d09:1045] LOG:  checkpoint starting: xlog
1464813521.751 2016-06-01 20:38:41 UTC 3337  [574d85aa.d09:1046] LOG:  checkpoint complete: wrote 840446 buffers (40.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=74.086 s, sync=0.036 s, total=75.137 s; sync files=531, longest=0.006 s, average=0.000 s; distance=6700958 kB, estimate=6701239 kB
1464813560.648 2016-06-01 20:39:20 UTC 3337  [574d85aa.d09:1047] LOG:  checkpoint starting: xlog
1464813635.187 2016-06-01 20:40:35 UTC 3337  [574d85aa.d09:1048] LOG:  checkpoint complete: wrote 846199 buffers (40.3%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.288 s, sync=0.135 s, total=74.539 s; sync files=529, longest=0.120 s, average=0.000 s; distance=6701017 kB, estimate=6701217 kB
1464813673.694 2016-06-01 20:41:13 UTC 3337  [574d85aa.d09:1049] LOG:  checkpoint starting: xlog
1464813744.419 2016-06-01 20:42:24 UTC 3337  [574d85aa.d09:1050] LOG:  checkpoint complete: wrote 840687 buffers (40.1%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=69.499 s, sync=0.069 s, total=70.725 s; sync files=532, longest=0.040 s, average=0.000 s; distance=6701332 kB, estimate=6701332 kB
1464813783.682 2016-06-01 20:43:03 UTC 3337  [574d85aa.d09:1051] LOG:  checkpoint starting: xlog
1464813868.431 2016-06-01 20:44:28 UTC 3337  [574d85aa.d09:1052] LOG:  checkpoint complete: wrote 850930 buffers (40.6%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=83.776 s, sync=0.034 s, total=84.748 s; sync files=529, longest=0.010 s, average=0.000 s; distance=6701099 kB, estimate=6701309 kB
1464813908.050 2016-06-01 20:45:08 UTC 3337  [574d85aa.d09:1053] LOG:  checkpoint starting: xlog
1464813982.864 2016-06-01 20:46:22 UTC 3337  [574d85aa.d09:1054] LOG:  checkpoint complete: wrote 843682 buffers (40.2%); 0 transaction log file(s) added, 0 removed, 409 recycled; write=73.756 s, sync=0.011 s, total=74.814 s; sync files=529, longest=0.001 s, average=0.000 s; distance=6701115 kB, estimate=6701289 kB
1464814021.600 2016-06-01 20:47:01 UTC 3337  [574d85aa.d09:1055] LOG:  checkpoint starting: xlog
